stop_id,stop_name,stop_lat,stop_lon
"8220B007612","Davenport Hotel Merrion Street","53.3413467794909","-6.25052948036745"
"8220DB000002","Rotunda, Parnell Square West","53.3522443611383","-6.26372321891887"
"8220DB000003","Rotunda, Granby Place","53.3523085514325","-6.26381074216825"
"8220DB000004","Rotunda, Rotunda Hospital","53.352574513185","-6.26417548603797"
"8220DB000006","Rotunda, Saint Martin's Chapel","53.3527493357046","-6.26445380396434"
"8220DB000007","Rotunda, Rotunda Hospital","53.3528409105784","-6.26457026121749"
"8220DB000008","Rotunda, Parnell Square West","53.3532722714822","-6.265183676574"
"8220DB000010","Rotunda, Parnell Square West","53.3533921036473","-6.26538912389954"
"8220DB000011","Phibsborough, Upper Dorset St (St.Joseph's Parade)","53.3569583030018","-6.26462831066928"
"8220DB000012","Phibsborough, Upper Dorset St (St.Joseph's Parade)","53.356804940545","-6.26458947136391"
"8220DB000014","Phibsborough, Lower Dorset Street","53.3585312378758","-6.26277650570871"
"8220DB000015","Ballybough, Lower Dorset Street","53.3600885841359","-6.2610904703136"
"8220DB000016","Cabra, John Paul Park","53.3663915571411","-6.30561418352737"
"8220DB000017","Drumcondra, Outside Train Station","53.362917073275","-6.25843591733399"
"8220DB000018","Drumcondra, Lower Drumcondra Road","53.3658559259166","-6.25595682067835"
"8220DB000019","Drumcondra, Lower Drumcondra Road","53.3671437314429","-6.25551350128863"
"8220DB000021","Drumcondra (Dublin), Saint Patrick's College","53.3701011992947","-6.25431059904442"
"8220DB000022","Drumcondra (Dublin), Home Farm Road (Achill Road)","53.3735036097406","-6.25280375269006"
"8220DB000023","Drumcondra (Dublin), Ferguson Road","53.3742282800791","-6.256261004167"
"8220DB000024","Drumcondra (Dublin), Home Farm Road","53.3751331588841","-6.26037234812319"
"8220DB000025","Glasnevin, Rathlin Road","53.3758994661474","-6.26361773641709"
"8220DB000027","Glasnevin, Ballymun Road (Griffith Avenue)","53.3794389600107","-6.26658526126003"
"8220DB000028","Wadelai, Glasnevin Tennis Club","53.381578637628","-6.26600227077738"
"8220DB000029","Whitehall (Dublin City), Ballymun Road","53.3834882529457","-6.26566910125417"
"8220DB000030","Cabra, Pope John Paul II Park","53.3703319001931","-6.30460116922913"
"8220DB000031","Wadelai, Maolbuille Road","53.3860332259144","-6.268858077275"
"8220DB000032","Wadelai, Saint Pappin's Road","53.3861955680738","-6.2713772010414"
"8220DB000033","Wadelai, Glasnevin Drive","53.3887179243058","-6.27177114122451"
"8220DB000035","Wadelai, Dean Swift Road","53.3862067871013","-6.270910692541"
"8220DB000036","Wadelai, Saint Pappin's Road","53.386126850411","-6.26787706978339"
"8220DB000037","Whitehall (Dublin City), DCU Ballymun Road","53.385346401194","-6.26488698131794"
"8220DB000038","Whitehall (Dublin City), Ballymun Road","53.3822365941636","-6.26550952120506"
"8220DB000039","Glasnevin, Ballymun Road (Griffith Avenue)","53.3804141869323","-6.26565875906589"
"8220DB000040","Glasnevin, Mobhi Road","53.3766607654507","-6.26466896852795"
"8220DB000041","Drumcondra (Dublin), Home Farm Road","53.3755592683258","-6.26185800624669"
"8220DB000042","Drumcondra (Dublin), Ferguson Road","53.3746502734575","-6.25746118972134"
"8220DB000043","Drumcondra (Dublin), Home Farm Road (Achill Road)","53.3738612202268","-6.25390131043392"
"8220DB000044","Drumcondra (Dublin), Homefarm Road","53.3730174091204","-6.25213230324296"
"8220DB000045","Drumcondra, Upper Drumcondra Road","53.3699901109629","-6.25408971716991"
"8220DB000046","Drumcondra (Dublin), Botanic Avenue","53.3671507382056","-6.25537796909961"
"8220DB000047","Drumcondra, Near Train Station","53.3639161189927","-6.25729825652802"
"8220DB000048","Summerhill (Dublin City), Lower Drumcondra Road","53.362329033001","-6.25879046525832"
"8220DB000049","Ballybough, Lower Dorset Street","53.3600318427208","-6.26089745848732"
"8220DB000051","Upper Dorset St (Temple Street)","53.3579898458103","-6.26324925121845"
"8220DB000052","Phibsborough, Upper Dorset St (St.Joseph's Parade)","53.3567946474934","-6.26449974769728"
"8220DB000053","Phibsborough, North Circular Road (Lower Dorset Street)","53.3600144884223","-6.26279128910753"
"8220DB000054","Phibsborough, North Circular Road (Mater Hospital)","53.3601537090985","-6.2655652200906"
"8220DB000055","Phibsborough, Mater Hospital Mortuary","53.3604116029234","-6.26846957982236"
"8220DB000056","Phibsborough, Cabra Road (North Circular Road)","53.3607597246041","-6.2763736549141"
"8220DB000057","Phibsborough, Cabra Road (North Circular Road)","53.3608162242919","-6.27655167484331"
"8220DB000058","Cabra East, Cabra Road (Charleville Road)","53.3609462458913","-6.28120420246723"
"8220DB000059","Cabra East, Cabra Road (near Annamoe Terrace)","53.3610180101964","-6.28494256312827"
"8220DB000060","Cabra East, Cabra Road (Quarry Road)","53.3612792196482","-6.28936450005445"
"8220DB000063","Cabra East, Faussagh Avenue","53.366792437293","-6.29275010805854"
"8220DB000064","Cabra, Faussagh Avenue (Church)","53.3670885820667","-6.29523278220336"
"8220DB000065","Cabra, Faussagh Avenue (Dingle Road)","53.3672546442387","-6.29805127641299"
"8220DB000066","Cabra, Faussagh Avenue (Dingle Road)","53.3672749883703","-6.30074034554992"
"8220DB000068","Cabra, Ventry Drive","53.369077508046","-6.30424523466641"
"8220DB000069","Cabra, Ventry Park Estate","53.3713925640935","-6.30334171689525"
"8220DB000071","Cabra, Pope John Paul II Park","53.3702576893289","-6.30443880530351"
"8220DB000072","Cabra, Ventry Drive","53.368969926025","-6.30426453600163"
"8220DB000073","Cabra, Faussagh Avenue (Dingle Road)","53.3673915527258","-6.3007206786557"
"8220DB000074","Cabra, Faussagh Avenue (Church)","53.3672002385634","-6.29549881400778"
"8220DB000075","Cabra East, Faussagh Avenue","53.3665472298946","-6.29131731936794"
"8220DB000077","Cabra East, Cabra Road (Quarry Road)","53.3613091819025","-6.28957365234688"
"8220DB000078","Cabra East, Cabra Road (near Annamoe Terrace)","53.3611492151906","-6.28406583527474"
"8220DB000079","Cabra East, Cabra Road (Charleville Road)","53.3610212509762","-6.28079550562153"
"8220DB000080","Phibsborough, Cabra Road (North Circular Road)","53.360862963273","-6.27605396152962"
"8220DB000081","Phibsborough, North Circular Road (Phibsborough Road)","53.3608757479059","-6.27196662691607"
"8220DB000082","Phibsborough, Royal Canal Bank","53.3607977959156","-6.27154908016382"
"8220DB000083","Phibsborough, North Circular Road (Mater Hospital)","53.3602792498223","-6.26554509616275"
"8220DB000084","Phibsborough, North Circular Road (Leo Street)","53.3601625615962","-6.26370178059102"
"8220DB000085","Drumcondra (Dublin), Homefarm Road","53.3736615235483","-6.25192557043456"
"8220DB000086","Whitehall (Dublin City), Garda Station","53.3760502204589","-6.25116639066169"
"8220DB000087","Whitehall (Dublin City), Sherkin Gardens","53.3767517255719","-6.2548802899246"
"8220DB000088","Whitehall (Dublin City), Walnut Rise","53.3772872552991","-6.25769922864561"
"8220DB000090","Ballymun Road (St.Pappin's Road)","53.3863855316738","-6.26526567275522"
"8220DB000091","Ballymun Road (Glasnevin Avenue)","53.3884278896483","-6.26540814207683"
"8220DB000092","Wadelai, Ballymun Library","53.3898373340512","-6.26467424036105"
"8220DB000093","Wadelai, Ballymun Road (Opp Shanlis Road)","53.3923014677497","-6.26415297561013"
"8220DB000094","Ballymun, Civic Centre","53.3960347624115","-6.26437695995448"
"8220DB000102","Ballymun, Balbutcher Lane (Árd Na Meala)","53.3977730701661","-6.26771985697013"
"8220DB000104","Poppintree, Balbutcher Lane (Carrig Road)","53.3996843452926","-6.27681584907763"
"8220DB000105","Ballymun, Balbutcher Lane (Cranogue Road)","53.4029374784001","-6.28176785224465"
"8220DB000107","Ballymun, Balbutcher Lane (Cranogue Road)","53.4020356254331","-6.27968361815462"
"8220DB000110","Ballymun, Balbutcher Lane (Árd Na Meala)","53.3979399488216","-6.26869055721624"
"8220DB000112","Ballymun, Civic Centre","53.3961544015462","-6.2639510403018"
"8220DB000113","Ballymun, Comprehensive School","53.3922679629262","-6.26370325464247"
"8220DB000114","Wadelai, Ballymun Road (Shanliss Road)","53.3913333220544","-6.26371122925237"
"8220DB000115","Whitehall (Dublin City), Ballymun Road (Albert College Drive)","53.3878836841267","-6.26506943988923"
"8220DB000116","Whitehall (Dublin City), Griffith Lawns","53.3776934606437","-6.25966673989336"
"8220DB000117","Whitehall (Dublin City), Walnut Rise","53.3773659067251","-6.25754570845526"
"8220DB000118","Whitehall (Dublin City), Sherkin Gardens","53.3766430016908","-6.25359209857681"
"8220DB000119","Drumcondra, Upper Drumcondra Road (Griffith Avenue)","53.3751904807235","-6.25076574528234"
"8220DB000126","Ballymun, Nursing Home","53.3990954666854","-6.26408696056045"
"8220DB000127","Ballymun, Silver Swan Nursing Home","53.3991075304805","-6.26368042823971"
"8220DB000128","Wadelai, Glasnevin Avenue (Ballymun Road)","53.3893147482948","-6.26582313262043"
"8220DB000129","Wadelai, Glasnevin Ave (Glasnevin Dr)","53.3898903154474","-6.27142293606878"
"8220DB000130","Glasnevin North, Glasnevin Park","53.3900920127596","-6.27418126942506"
"8220DB000131","Glasnevin North, Glasnevin Avenue (Beneavin Drive)","53.3903858902625","-6.27834923697209"
"8220DB000132","Glasnevin North, Beneavin Park","53.3904839464603","-6.28266046316236"
"8220DB000133","Glasnevin North, Grove Park Road","53.3907969275881","-6.28630150947292"
"8220DB000134","Glasnevin North, Sycamore Road (Willow Park Crescent)","53.3930945913203","-6.28607386543561"
"8220DB000136","Finglas, McKee Road","53.3943802013895","-6.28985659650009"
"8220DB000137","Finglas, Clancy Avenue","53.3923167196304","-6.29263079481432"
"8220DB000138","Finglas, Saint Canice's School","53.3899219036799","-6.29235076952549"
"8220DB000139","Glasnevin North, Glasnevin Avenue","53.3906014624241","-6.28645971748872"
"8220DB000140","Glasnevin North, Beneavin Park","53.3906594948315","-6.2823677201561"
"8220DB000141","Glasnevin North, Glasnevin Avenue (Beneavin Drive)","53.3904450850916","-6.27809124468715"
"8220DB000142","Glasnevin North, Glasnevin Park","53.3901908233413","-6.27417727164297"
"8220DB000143","Wadelai, Glasnevin Ave (Glasnevin Dr)","53.389876708405","-6.2692433699802"
"8220DB000146","Glasnevin, Na Fianna Football Ground","53.3753713979053","-6.26500696854736"
"8220DB000147","Glasnevin, Dean Swift Bridge","53.3724802262386","-6.26583086212365"
"8220DB000148","Glasnevin, Mobhi Road (Botanic Road)","53.3706701663468","-6.26806850705825"
"8220DB000149","Glasnevin, Mobhi Road (Mobhí Drive)","53.3731385872557","-6.26598446613778"
"8220DB000150","Glasnevin, Na Fianna Football Ground","53.3756588461862","-6.26499528302823"
"8220DB000151","Glasnevin, Botanic Gardens","53.3719552600192","-6.26929382771155"
"8220DB000153","Glasnevin, Meteorological Office","53.3757327663464","-6.27008755453706"
"8220DB000154","Glasnevin, Saint Brigid's School","53.3772589962512","-6.27555703718651"
"8220DB000155","Glasnevin, Old Finglas Road","53.3778742492869","-6.27957552717572"
"8220DB000156","Glasnevin, Tolka Road Estate #1","53.378623390086","-6.28166473909492"
"8220DB000157","Glasnevin, Griffith Road","53.3804116224166","-6.28163782517765"
"8220DB000158","Glasnevin, Griffith Road","53.381348935624","-6.28368956273439"
"8220DB000159","Glasnevin, Griffith Parade","53.3827837191573","-6.28283511246108"
"8220DB000164","Glasnevin North, Beneavin Road","53.3884303639456","-6.28048792293046"
"8220DB000165","Beneavin Road, Junction Beneavin Park","53.3890348746719","-6.28377124881097"
"8220DB000166","Glasnevin North, Beneavin School","53.3895835973683","-6.28630514857365"
"8220DB000167","Glasnevin North, Beneavin Road (Ballygall Road East)","53.3901866021356","-6.28698758531706"
"8220DB000168","Beneavin Road, Junction Beneavin Park","53.3892599668872","-6.28442373469443"
"8220DB000169","Glasnevin North, Beneavin Road","53.3884339346694","-6.28011190995853"
"8220DB000173","Glasnevin, Glasnamana Place","53.3821216122982","-6.28054674839469"
"8220DB000174","Glasnevin, Tolka Road Estate","53.3806803549474","-6.28095056210771"
"8220DB000175","Glasnevin, Tolka Road Estate #1","53.378424253731","-6.28156753895514"
"8220DB000176","Glasnevin, Old Finglas Road","53.3780320419735","-6.27929860607809"
"8220DB000177","Glasnevin, Ballygall Road East","53.3804683765673","-6.27622403515383"
"8220DB000178","Glasnevin, West Park Drive","53.3818902631693","-6.27634698261825"
"8220DB000179","Glasnevin, Ballygall Road East","53.3803034312762","-6.27600521980133"
"8220DB000181","Glasnevin, Old Finglas Road (Cremore Ave)","53.3771498433764","-6.27422370686192"
"8220DB000182","Glasnevin, Meteorological Office","53.3756401078363","-6.26989591672556"
"8220DB000183","Glasnevin, Botanic Gardens","53.3723159291215","-6.26875318486038"
"8220DB000184","Glasnevin, Botanic Road,Cliftonville","53.3697036819826","-6.26897935449929"
"8220DB000185","Glasnevin, Botanic Road","53.3681009359861","-6.27002113927784"
"8220DB000186","Glasnevin, Prospect Road","53.365355342635","-6.27158997755118"
"8220DB000187","Phibsborough, Phibsboro Road","53.3627342523604","-6.27244736533832"
"8220DB000188","Phibsborough, Phibsboro Road (NCR)","53.3601206877553","-6.27258314915011"
"8220DB000189","Phibsborough, Broadstone","53.3571674394883","-6.27346881555339"
"8220DB000190","Phibsborough, Broadstone Depot","53.3551257304145","-6.27337107400574"
"8220DB000191","Phibsborough, Youth Club","53.3550768545254","-6.26937692305375"
"8220DB000192","Phibsborough, Mountjoy Street","53.3563972112359","-6.26807646963915"
"8220DB000193","Finglas, McKee Road","53.3911963059788","-6.29410403487394"
"8220DB000194","Phibsborough, Saint Dominic's Youth Club","53.3550406495518","-6.26997931103775"
"8220DB000195","Phibsborough, Constitution Hill","53.3550117778767","-6.27357097973096"
"8220DB000196","Phibsborough, Broadstone Depot","53.3568838992907","-6.27375070406954"
"8220DB000197","Phibsboro Road (Monck Place)","53.358952631612","-6.27323137351173"
